synset_id,gloss
7820,"khái niệm chỉ bộ phận chỗ ngồi trên xe đạp"
7821,"khái niệm chỉ lưới được làm từ sắt"
7822,"khái niệm chỉ đồ trang sức đội đầu đính đá"
7823,"khái niệm chỉ dây thắt có thể siết chặt cổ"
7824,"khái niệm chỉ móng chân bằng sừng của ngựa"
7825,"khái niệm chỉ tấm vật liệu dùng để che phủ"
7826,"khái niệm chỉ xe ô tô cũ kĩ, hỏng hóc"
7827,"khái niệm chỉ pin điện hóa do Volta phát minh"
7828,"khái niệm chỉ nút hoặc đầu van để điều khiển vòi"
7829,"khái niệm chỉ dấu hiệu dùng để nhận biết hoặc đảm bảo"
7830,"khái niệm chỉ bộ đồ dùng trong lò hơi"
7831,"khái niệm chỉ vị trí hoặc công trình đặt súng"
7832,"khái niệm chỉ ống dùng để thông gió hoặc thông hơi"
7833,"khái niệm chỉ thiết bị lưu trữ và cung cấp điện"
7834,"khái niệm chỉ phím dùng để khởi động chương trình"
7835,"khái niệm chỉ xe ngựa được kéo bằng bốn con ngựa"
7836,"khái niệm chỉ quạt có cánh quạt kéo dài"
7837,"khái niệm chỉ đầu nhọn của cây giáo"
7838,"khái niệm chỉ lá cờ có màu sắc đặc trưng"
7839,"khái niệm chỉ mũ được làm từ lông hải ly"
7840,"khái niệm chỉ máy dùng để truyền tin bằng điện báo"
7841,"khái niệm chỉ lưỡi kim loại dùng để cày đất"
7842,"khái niệm chỉ phần thềm ở trước cửa nhà"
7843,"khái niệm chỉ tóc giả được dùng để đội đầu"
7844,"khái niệm chỉ dụng cụ dùng để mở hoặc đóng khóa"
7845,"khái niệm chỉ toa xe không có mui hoặc mái"
7846,"khái niệm chỉ bản đồ thể hiện quy hoạch hoặc kế hoạch"
7847,"khái niệm chỉ phòng dùng để thu âm hoặc tập luyện"
7848,"khái niệm chỉ thiết bị dùng để nối đất an toàn"
7849,"khái niệm chỉ đập dùng để điều tiết nước tràn"
7850,"khái niệm chỉ thuyền nhỏ loại galle thường có mái chèo"
7851,"khái niệm chỉ đèn có lồng che, dùng để cầm tay"
7852,"khái niệm chỉ trụ sở đại diện ngoại giao của một nước"
7853,"khái niệm chỉ quần áo được may theo số đo riêng"
7854,"khái niệm chỉ đèn thắp sáng bằng khí hoặc điện"
7855,"khái niệm chỉ các vật dụng trong nhà"
7856,"khái niệm chỉ các vật dụng dùng trong phòng ngủ"
7857,"khái niệm chỉ phần mặt phẳng phía trên cùng của phòng"
7858,"khái niệm chỉ số lượng sản phẩm được tạo ra"
7859,"khái niệm chỉ gậy đánh golf làm bằng gỗ"
7860,"khái niệm chỉ phần trên của thân áo"
7861,"khái niệm chỉ phần che phía trên, thường cong hình vòm"
7862,"khái niệm chỉ dây dùng để câu cá"
7863,"khái niệm chỉ sản phẩm không phải hàng thật, kém chất lượng"
7864,"khái niệm chỉ vật biểu tượng của một nhóm hoặc bộ tộc"
7865,"khái niệm chỉ vật trang sức đội đầu của vua chúa"
7866,"khái niệm chỉ két bằng sắt dùng để cất giữ an toàn"
7867,"khái niệm chỉ phần để tay vịn khi đi lên"
7868,"khái niệm chỉ vật dùng để trang trí hoặc làm đẹp"
7869,"khái niệm chỉ bom khi nổ tạo ra nhiều mảnh"
7870,"khái niệm chỉ kênh đào dùng để dẫn nước"
7871,"khái niệm chỉ phần chân của quần hoặc ống quần"
7872,"khái niệm chỉ băng vệ sinh dạng que dùng bên trong"
7873,"khái niệm chỉ công trình kiến trúc vững chắc dùng để ngăn"
7874,"khái niệm chỉ khung bao quanh cánh cửa"
7875,"khái niệm chỉ nơi nuôi ong hoặc tổ của ong"
7876,"khái niệm chỉ cửa hàng lớn bán nhiều loại hàng hóa"
7877,"khái niệm chỉ giường nhỏ có hàng rào cho trẻ em"
7878,"khái niệm chỉ tấm vật liệu dùng để che hoặc chắn"
7879,"khái niệm chỉ thanh gỗ mỏng dùng để lát"
7880,"khái niệm chỉ chỗ khoét trên áo để cài cúc"
7881,"khái niệm chỉ các bộ phận vật lý của máy tính"
7882,"khái niệm chỉ mạng máy tính phủ sóng khu vực rộng"
7883,"khái niệm chỉ nơi giam giữ hoặc nhốt người phạm tội"
7884,"khái niệm chỉ cây cột dài, có móc dùng để đỡ"
7885,"khái niệm chỉ mũ có hình nón hoặc trùm kín đầu"
7886,"khái niệm chỉ quần áo mặc bên trong để che chắn"
7887,"khái niệm chỉ phần bộ phận cảm ứng trong máy phát"
7888,"khái niệm chỉ bộ phận chắn bùn của xe"
7889,"khái niệm chỉ bồn chứa dùng để tắm rửa"
7890,"khái niệm chỉ vật dùng để cố định hoặc giữ thẳng"
7891,"khái niệm chỉ khuôn dùng để đổ bê tông hoặc vật liệu"
7892,"khái niệm chỉ cấu trúc thẳng đứng dùng để chống đỡ"
7893,"khái niệm chỉ lối đi bộ hai bên đường phố"
7894,"khái niệm chỉ phòng hoặc buồng dùng để tắm hơi"
7895,"khái niệm chỉ công trình kiến trúc dùng để thờ cúng"
7896,"khái niệm chỉ thiết bị dùng để thu phát sóng"
7897,"khái niệm chỉ cờ của một quốc gia hoặc tổ chức"
7898,"khái niệm chỉ máy dùng để dệt vải"
7899,"khái niệm chỉ cột dùng để thiêu xác chết"
7900,"khái niệm chỉ công trình phụ nằm cạnh nhà chính"
7901,"khái niệm chỉ bàn có mặt phẳng xoay được"
7902,"khái niệm chỉ vật đã được phục chế hoặc chế tác lại"
7903,"khái niệm chỉ máy dùng để tước xơ từ vật liệu"
7904,"khái niệm chỉ băng từ dùng để ghi âm thanh"
7905,"khái niệm chỉ bộ phận khóa viên đạn trong súng"
7906,"khái niệm chỉ sân dành cho môn bóng chày"
7907,"khái niệm chỉ máy dùng để in ấn tài liệu"
7908,"khái niệm chỉ cờ có màu trắng, dùng để báo hiệu"
7909,"khái niệm chỉ phần chụp bên ngoài của đèn"
7910,"khái niệm chỉ bộ phận làm giảm tiếng ồn của súng"
7911,"khái niệm chỉ hình vẽ được xăm trên da"
7912,"khái niệm chỉ dụng cụ có đầu nặng dùng để đóng"
7913,"khái niệm chỉ bản in được tạo ra bằng kỹ thuật khắc"
7914,"khái niệm chỉ giường nhỏ dành cho trẻ sơ sinh"
7915,"khái niệm chỉ cốc hoặc bình có vạch chia để đo"
7916,"khái niệm chỉ công trình xây dựng để ở"
7917,"khái niệm chỉ chất dùng để rửa hoặc tẩy rửa"
7918,"khái niệm chỉ loại thuốc có tên thương mại riêng"
7919,"khái niệm chỉ dụng cụ dùng để đo chiều dài"
7920,"khái niệm chỉ quân bài tây có giá trị chín"
7921,"khái niệm chỉ quần áo đặc trưng của người tu hành"
7922,"khái niệm chỉ phần vành nhô ra của mũ lưỡi trai"
7923,"khái niệm chỉ vật dùng để đi vào chân"
7924,"khái niệm chỉ máy hoặc xe dùng để ủi đất"
7925,"khái niệm chỉ phần nền vững chắc của công trình"
7926,"khái niệm chỉ nơi ở tạm bằng vải bạt"
7927,"khái niệm chỉ thanh dài, phẳng dùng để trượt"
7928,"khái niệm chỉ nhạc cụ hơi thuộc loại sáo dọc"
7929,"khái niệm chỉ thảm có màu đỏ, dùng để trải"
7930,"khái niệm chỉ dụng cụ dùng trong môn đấm bốc"
7931,"khái niệm chỉ băng hoặc gạc dùng để băng bó"
7932,"khái niệm chỉ trang phục giống nhau của một nhóm"
7933,"khái niệm chỉ tủ làm bằng kính dùng để trưng bày"
7934,"khái niệm chỉ đường ống cho phép chất lỏng đi qua"
7935,"khái niệm chỉ nơi làm việc chính của chỉ huy cao nhất"
7936,"khái niệm chỉ vật được tạo ra hoặc sản xuất ra"
7937,"khái niệm chỉ trại dùng để tập trung và giam giữ"
7938,"khái niệm chỉ công trình kiến trúc có hình chóp"
7939,"khái niệm chỉ tấm đá khắc chữ hoặc hình ảnh"
7940,"khái niệm chỉ khung đỡ tròng kính mắt"
7941,"khái niệm chỉ gậy dùng để chọc hoặc thúc đẩy"
7942,"khái niệm chỉ am thờ nhỏ hoặc thất tu hành"
7943,"khái niệm chỉ đầm hoặc váy mặc trong buổi dạ hội"
7944,"khái niệm chỉ động cơ hoạt động theo nguyên lý phản lực"
7945,"khái niệm chỉ dây buộc dưới cằm để giữ mũ"
7946,"khái niệm chỉ ụ đất hoặc công trình đặt súng"
7947,"khái niệm chỉ đèn dùng để chiếu sáng tập trung"
7948,"khái niệm chỉ nơi thờ cúng Phật giáo"
7949,"khái niệm chỉ xe ô tô dùng để chở khách tính tiền"
7950,"khái niệm chỉ đầu nhọn của cây giáo"
7951,"khái niệm chỉ bản vẽ sơ bộ hoặc phác thảo"
7952,"khái niệm chỉ quả đạn nổ dùng để ném tay"
7953,"khái niệm chỉ trống hoặc phanh hãm trong hệ thống phanh"
7954,"khái niệm chỉ ghế cao dành cho trẻ nhỏ"
7955,"khái niệm chỉ chất liệu dùng để tạo ra sản phẩm"
7956,"khái niệm chỉ công trình kiến trúc kiên cố, lớn"
7957,"khái niệm chỉ loại vải co giãn tốt"
7958,"khái niệm chỉ súng nhỏ có thể cầm tay"
7959,"khái niệm chỉ tuyển tập các bài hát hoặc hình ảnh"
7960,"khái niệm chỉ túi dùng để đựng đồ khi đi du lịch"
7961,"khái niệm chỉ tủ dùng để làm đông lạnh thực phẩm"
7962,"khái niệm chỉ vòi phun nước dạng tia hoa sen"
7963,"khái niệm chỉ còng có hình chữ U dùng để cùm"
7964,"khái niệm chỉ vật thể được tạo hình bằng điêu khắc"
7965,"khái niệm chỉ phiên bản khác của một vật thể"
7966,"khái niệm chỉ thiết bị dùng để dẫn hoặc truyền tín hiệu"
7967,"khái niệm chỉ súng lục có ổ đạn quay tròn"
7968,"khái niệm chỉ ống dẫn chất lỏng hoặc khí"
7969,"khái niệm chỉ dây hoặc dải làm từ chất liệu da"
7970,"khái niệm chỉ đồ nội thất có nhiều ngăn để chứa"
7971,"khái niệm chỉ vật dùng để khóa cửa hoặc vật"
7972,"khái niệm chỉ các đồ vật được làm từ gỗ"
7973,"khái niệm chỉ súng bắn tự động hoặc liên thanh"
7974,"khái niệm chỉ phần hình tròn của bánh xe"
7975,"khái niệm chỉ áo đặc trưng của người tu hành"
7976,"khái niệm chỉ vật có thể nổi trên mặt nước"
7977,"khái niệm chỉ hình ảnh chụp bằng tia X"
7978,"khái niệm chỉ quần áo mặc khi làm việc"
7979,"khái niệm chỉ trại dùng để cải tạo hoặc giáo huấn"
7980,"khái niệm chỉ đòn dài dùng để gánh đồ"
7981,"khái niệm chỉ tượng hình người không mặc quần áo"
7982,"khái niệm chỉ tấm lót mềm dùng để nằm"
7983,"khái niệm chỉ quân cờ có giá trị thấp nhất trong cờ vua"
7984,"khái niệm chỉ hệ thống các công đoạn sản xuất liên tiếp"
7985,"khái niệm chỉ đèn có thể xếp gọn hoặc đèn lồng"
7986,"khái niệm chỉ máy móc hoặc thiết bị hoạt động tự động"
7987,"khái niệm chỉ đồ trang sức đeo ở cổ làm từ hạt"
7988,"khái niệm chỉ viên thuốc có vỏ bọc bên ngoài"
7989,"khái niệm chỉ tấm vải hoặc vật liệu dùng để che"
7990,"khái niệm chỉ phòng nhỏ hoặc buồng kín"
7991,"khái niệm chỉ các bộ phận cấu thành máy móc"
7992,"khái niệm chỉ thiết bị liên quan đến ánh sáng và thị giác"
7993,"khái niệm chỉ phần trung tâm của lò nung"
7994,"khái niệm chỉ cục dùng để tẩy xóa vết chì"
7995,"khái niệm chỉ giày hoặc ủng làm bằng cao su chống nước"
7996,"khái niệm chỉ bản vẽ hoặc phác họa sơ bộ"
7997,"khái niệm chỉ các thiết bị điện dùng trong gia đình"
7998,"khái niệm chỉ thanh nhỏ nối trục bánh xe với vành"
7999,"khái niệm chỉ loại vải không thấm nước"
8000,"khái niệm chỉ dây dùng để thu phát tín hiệu."
8001,"khái niệm chỉ thiết bị dùng để nâng hạ vật nặng."
8002,"khái niệm chỉ công trình chắn nước, bảo vệ đất đai."
8003,"khái niệm chỉ dụng cụ tạo lửa cường độ cao để hàn."
8004,"khái niệm chỉ phương tiện giao thông chạy bằng điện dưới lòng đất."
8005,"khái niệm chỉ vật thể bay không xác định."
8006,"khái niệm chỉ phần hoặc kỳ của một bộ phim, chương trình."
8007,"khái niệm chỉ lớp sơn phủ đầu tiên lên bề mặt vật liệu."
8008,"khái niệm chỉ dụng cụ có lưỡi sắc dùng để cạo."
8009,"khái niệm chỉ công cụ dùng trong khám chữa bệnh."
8010,"khái niệm chỉ tàu chuyên chở dầu mỏ."
8011,"khái niệm chỉ tàu thuyền của cướp biển."
8012,"khái niệm chỉ thiết bị kiểm soát, điều chỉnh hoạt động."
8013,"khái niệm chỉ sự cố nối tắt trong mạch điện."
8014,"khái niệm chỉ dụng cụ dùng để đánh bóng trong thể thao."
8015,"khái niệm chỉ con đường nhỏ hoặc lối đi cụ thể."
8016,"khái niệm chỉ vật chất được tạo ra, sản xuất."
8017,"khái niệm chỉ phương tiện giao thông chạy trên đường ray."
8018,"khái niệm chỉ nơi làm đẹp, đặc biệt là tóc."
8019,"khái niệm chỉ vật chất được đúc thành khối, thanh."
8020,"khái niệm chỉ hành động dùng chân tác động mạnh."
8021,"khái niệm chỉ trang phục che phần dưới cơ thể, từ eo trở xuống."
8022,"khái niệm chỉ thiết bị bay có động cơ phản lực mạnh."
8023,"khái niệm chỉ bộ phận đọc/ghi trên thiết bị lưu trữ từ tính."
8024,"khái niệm chỉ những công trình, vật phẩm còn sót lại từ xa xưa."
8025,"khái niệm chỉ sợi dài dùng để buộc hoặc nối."
8026,"khái niệm chỉ vật có dạng sợi dài, mảnh."
8027,"khái niệm chỉ đồ nội thất có mặt phẳng và chân đỡ."
8028,"khái niệm chỉ nơi lưu giữ tài liệu, hồ sơ quan trọng."
